"nacionality","sex","sport","edad","medallas"
"ITA","male","rowing",25,"NO"
"ROU","female","athletics",17,"NO"
"ISR","female","aquatics",24,"NO"
"ECU","female","shooting",26,"NO"
"GER","female","tennis",29,"NO"
"SUI","male","triathlon",27,"NO"
"ITA","male","fencing",23,"SI"
"CAN","female","athletics",26,"NO"
"ITA","male","cycling",31,"NO"
"ITA","male","aquatics",25,"NO"
"CAN","female","canoe",23,"NO"
"GER","male","gymnastics",27,"NO"
"DEN","male","athletics",29,"NO"
"CYP","male","shooting",32,"NO"
"GER","male","rowing",29,"SI"
"SWE","male","football",23,"NO"
"GER","male","shooting",34,"NO"
"DEN","male","football",22,"NO"
"SWE","male","handball",26,"NO"
"CYP","male","sailing",34,"NO"
"DEN","male","triathlon",25,"NO"
"ITA","male","tennis",32,"NO"
"GER","male","gymnastics",26,"NO"
"GRE","male","aquatics",22,"NO"
"GER","male","handball",25,"SI"
"ROU","female","weightlifting",23,"NO"
"ROU","female","athletics",28,"NO"
"ROU","female","rowing",25,"SI"
"ROU","female","judo",28,"NO"
"ROU","female","tennis",25,"NO"
"BLR","male","athletics",23,"NO"
"ROU","male","athletics",25,"NO"
"EST","male","rowing",34,"SI"
"RUS","male","aquatics",22,"NO"
"ROU","male","gymnastics",23,"NO"
"RUS","male","boxing",29,"NO"
"BRA","female","boxing",29,"NO"
"VEN","female","aquatics",25,"NO"
"CRO","male","table tennis",30,"NO"
"SVK","male","tennis",27,"NO"
"LTU","male","canoe",29,"NO"
"PUR","male","athletics",21,"NO"
"ECU","male","athletics",33,"NO"
"CHI","male","sailing",24,"NO"
"ESP","male","weightlifting",24,"NO"
"COL","male","weightlifting",19,"NO"
"ESP","male","hockey",29,"NO"
"ARG","male","basketball",37,"NO"
"COL","male","archery",25,"NO"
"COL","male","football",23,"NO"
"COL","male","football",23,"NO"
"ECU","male","wrestling",26,"NO"
"COL","male","athletics",28,"NO"
"URU","male","athletics",30,"NO"
"BRA","female","football",21,"NO"
"BRA","female","football",24,"NO"
"BRA","female","athletics",26,"NO"
"KEN","male","rugby sevens",33,"NO"
"AUS","male","basketball",32,"NO"
"GBR","male","athletics",25,"NO"
"USA","male","rowing",24,"NO"
"AUS","male","hockey",29,"NO"
"MLT","male","aquatics",24,"NO"
"USA","male","rugby sevens",29,"NO"
"USA","male","athletics",25,"NO"
"BRN","male","athletics",25,"NO"
"ZIM","male","rowing",27,"NO"
"TTO","male","sailing",27,"NO"
"GBR","male","athletics",24,"NO"
"JAM","male","athletics",28,"NO"
"GBR","male","rowing",37,"SI"
"USA","male","wrestling",30,"NO"
"TAN","male","judo",21,"NO"
"GBR","male","athletics",30,"NO"
"GBR","male","aquatics",26,"NO"
"CAN","male","triathlon",28,"NO"
"CRC","male","cycling",30,"NO"
"RUS","male","volleyball",33,"NO"
"CRC","male","cycling",23,"NO"
"RUS","male","aquatics",29,"NO"
"RUS","male","canoe",24,"NO"
"RUS","male","tennis",25,"NO"
"BLR","male","gymnastics",30,"NO"
"RUS","male","equestrian",46,"NO"
"UZB","male","athletics",30,"NO"
"KAZ","male","canoe",21,"NO"
"RUS","male","gymnastics",20,"NO"
"KAZ","male","cycling",30,"NO"
"CYP","female","shooting",32,"NO"
"UKR","male","aquatics",24,"NO"
"UKR","male","cycling",30,"NO"
"UKR","male","gymnastics",25,"NO"
"SRB","male","aquatics",29,"SI"
"SRB","male","rowing",21,"NO"
"SEY","male","boxing",23,"NO"
"LTU","male","athletics",25,"NO"
"LTU","male","aquatics",19,"NO"
"UKR","male","modern pentathlon",26,"NO"
"UKR","male","cycling",33,"NO"
"UKR","male","wrestling",26,"NO"
"UKR","male","athletics",28,"NO"
"UKR","male","fencing",28,"NO"
"CRO","male","aquatics",30,"SI"
"GBR","male","tennis",29,"SI"
"NGR","male","basketball",29,"NO"
"CUB","male","table tennis",27,"NO"
"BRA","female","archery",22,"NO"
"ESP","female","cycling",26,"NO"
"RSA","female","athletics",21,"NO"
"DEN","female","sailing",26,"NO"
"CZE","female","athletics",21,"NO"
"UKR","female","fencing",26,"NO"
"ARG","male","football",21,"NO"
"CUB","male","rowing",29,"NO"
"BUL","male","canoe",19,"NO"
"ESP","male","rugby sevens",24,"NO"
"USA","female","basketball",30,"SI"
"VEN","male","cycling",27,"NO"
"BOL","female","athletics",23,"NO"
"COL","female","football",23,"NO"
"GBR","female","canoe",30,"NO"
"NED","female","handball",23,"NO"
"NZL","female","athletics",25,"NO"
"ECU","female","athletics",20,"NO"
"CAN","female","athletics",36,"NO"
"ESP","female","rugby sevens",31,"NO"
"SWE","female","athletics",23,"NO"
"USA","female","judo",26,"NO"
"SUI","female","athletics",19,"NO"
"SWE","female","weightlifting",27,"NO"
"SWE","female","handball",30,"NO"
"POL","female","athletics",28,"NO"
"BUR","female","aquatics",23,"NO"
"UKR","female","gymnastics",25,"NO"
"RUS","female","gymnastics",16,"SI"
"GER","female","tennis",28,"SI"
"GRE","male","aquatics",25,"NO"
"COL","female","athletics",27,"NO"
"VEN","female","cycling",35,"NO"
"GBR","male","rowing",24,"NO"
"CAN","female","athletics",23,"NO"
"NED","female","judo",30,"SI"
"GER","female","sailing",26,"NO"
"IND","female","athletics",23,"NO"
"IND","male","golf",29,"NO"
"FIJ","male","football",23,"NO"
"BEL","female","cycling",25,"NO"
"ALG","female","fencing",25,"NO"
"USA","female","aquatics",20,"NO"
"ISL","female","athletics",20,"NO"
"HUN","female","athletics",27,"SI"
"NZL","female","hockey",29,"NO"
"POL","female","athletics",31,"SI"
"RUS","male","wrestling",29,"SI"
"HAI","female","taekwondo",18,"NO"
"SRB","female","aquatics",16,"NO"
"SLO","female","aquatics",28,"NO"
"GER","female","football",31,"SI"
"GER","female","athletics",30,"NO"
"ROT","female","athletics",23,"NO"
"JPN","female","athletics",20,"NO"
"MGL","female","weightlifting",19,"NO"
"IND","male","athletics",24,"NO"
"BEL","female","cycling",29,"NO"
"ESP","female","rowing",24,"NO"
"ESP","female","basketball",30,"SI"
"ITA","female","volleyball",20,"NO"
"POL","female","aquatics",26,"NO"
"DEN","female","athletics",19,"NO"
"ESP","female","aquatics",23,"NO"
"AUS","female","hockey",24,"NO"
"NZL","female","football",26,"NO"
"HUN","female","aquatics",23,"NO"
"RUS","female","aquatics",28,"SI"
"GER","female","athletics",27,"NO"
"HUN","female","aquatics",22,"NO"
"ITA","female","athletics",36,"NO"
"POL","female","athletics",26,"NO"
"SWE","female","wrestling",29,"SI"
"RUS","female","aquatics",23,"SI"
"SVK","female","tennis",22,"NO"
"DEN","female","equestrian",27,"NO"
"POL","female","athletics",26,"NO"
"GER","female","cycling",21,"NO"
"GRE","female","shooting",20,"SI"
"UKR","female","athletics",28,"NO"
"SWE","female","boxing",36,"NO"
"UKR","female","athletics",25,"NO"
"POL","female","modern pentathlon",23,"NO"
"RUS","female","volleyball",26,"NO"
"SWE","female","rowing",32,"NO"
"ITA","female","triathlon",28,"NO"
"EST","female","sailing",20,"NO"
"HUN","female","fencing",21,"NO"
"AUS","female","cycling",33,"SI"
"SWE","female","golf",29,"NO"
"GRE","female","aquatics",21,"NO"
"POL","female","cycling",24,"NO"
"FRA","female","aquatics",23,"NO"
"RUS","female","handball",32,"SI"
"RUS","female","handball",26,"SI"
"HUN","female","aquatics",20,"NO"
"RUS","female","aquatics",29,"SI"
"UKR","female","athletics",27,"NO"
"RUS","female","aquatics",27,"SI"
"UKR","female","aquatics",25,"NO"
"RUS","female","handball",21,"SI"
"POL","female","rowing",26,"NO"
"NED","female","cycling",26,"SI"
"GER","female","tennis",31,"NO"
"AUT","female","aquatics",19,"NO"
"CMR","female","wrestling",31,"NO"
"NZL","female","football",25,"NO"
"IRL","female","sailing",26,"SI"
"DEN","female","rowing",24,"SI"
"NED","female","volleyball",25,"NO"
"SAM","female","canoe",35,"NO"
"GER","female","triathlon",33,"NO"
"DEN","female","athletics",29,"NO"
"DEN","female","rowing",33,"NO"
"GER","female","hockey",22,"SI"
"NED","female","cycling",25,"NO"
"BEL","female","athletics",26,"NO"
"FIN","female","athletics",38,"NO"
"DEN","female","sailing",25,"SI"
"JAM","female","athletics",30,"SI"
"GER","female","rowing",32,"SI"
"AUS","female","athletics",24,"NO"
"NED","female","sailing",26,"NO"
"NED","female","sailing",25,"NO"
"NED","female","cycling",34,"NO"
"NED","female","sailing",23,"NO"
"AUS","female","cycling",25,"NO"
"FIN","female","weightlifting",28,"NO"
"USA","female","sailing",26,"NO"
"GER","female","tennis",22,"NO"
"GER","female","sailing",25,"NO"
"GER","female","aquatics",24,"NO"
"DEN","female","cycling",32,"NO"
"GER","female","athletics",25,"NO"
"GER","female","modern pentathlon",26,"NO"
"GER","female","hockey",21,"SI"
"GER","female","football",31,"SI"
"JAM","male","athletics",29,"NO"
"JPN","female","rugby sevens",27,"NO"
"SUI","female","volleyball",24,"NO"
"NED","female","athletics",23,"NO"
"CHN","female","fencing",24,"SI"
"LTU","male","basketball",32,"NO"
"BAH","female","athletics",23,"NO"
"MAD","male","aquatics",21,"NO"
"LIB","male","aquatics",24,"NO"
"AUS","male","cycling",25,"NO"
"USA","male","aquatics",35,"SI"
"USA","male","rowing",30,"NO"
"GAB","male","taekwondo",28,"NO"
"VEN","male","basketball",23,"NO"
"CAN","male","athletics",25,"NO"
"FRA","male","shooting",31,"NO"
"COL","male","athletics",18,"NO"
"GRE","female","athletics",32,"NO"
"CAN","female","rowing",26,"NO"
"BUL","female","shooting",30,"NO"
"SKN","male","athletics",28,"NO"
"CAN","male","judo",22,"NO"
"FRA","male","basketball",27,"NO"
"CAN","male","cycling",25,"NO"
"BDI","male","athletics",25,"NO"
"BEL","male","athletics",28,"NO"
"CAN","male","judo",26,"NO"
"BDI","female","judo",22,"NO"
"FRA","female","athletics",31,"NO"
"RUS","male","shooting",29,"NO"
"RUS","male","fencing",30,"NO"
"GER","male","rowing",26,"NO"
"RUS","male","aquatics",19,"SI"
"SWE","male","sailing",31,"NO"
"UZB","male","gymnastics",34,"NO"
"DEN","male","aquatics",22,"NO"
"SLO","male","athletics",40,"NO"
"SVK","male","athletics",32,"NO"
"ISL","male","aquatics",23,"NO"
"BLR","male","archery",32,"NO"
"BUL","male","shooting",29,"NO"
"RUS","male","cycling",31,"NO"
"SRI","male","weightlifting",31,"NO"
"RUS","male","rowing",30,"NO"
"ARG","female","handball",28,"NO"
"ITA","female","athletics",25,"NO"
"ITA","female","volleyball",36,"NO"
"CAN","male","hockey",28,"NO"
"ANG","female","judo",34,"NO"
"FRA","male","volleyball",30,"NO"
"ITA","male","shooting",29,"NO"
"ESP","male","athletics",26,"NO"
"RSA","male","athletics",26,"NO"
"ESP","male","aquatics",22,"NO"
"ESP","male","archery",25,"NO"
"VEN","male","fencing",29,"NO"
"MNE","male","aquatics",34,"NO"
"CRO","male","aquatics",30,"SI"
"USA","male","boxing",20,"NO"
"CYP","male","weightlifting",24,"NO"
"GBR","male","boxing",25,"NO"
"HON","male","football",23,"NO"
"CYP","female","cycling",24,"NO"
"FIN","male","athletics",32,"NO"
"NGR","male","athletics",33,"NO"
"SRI","male","athletics",38,"NO"
"IND","female","hockey",27,"NO"
"TJK","male","boxing",29,"NO"
"GBR","female","athletics",32,"SI"
"SLO","male","aquatics",22,"NO"
"RUS","male","wrestling",30,"NO"
"FIJ","male","rugby sevens",27,"SI"
"FIJ","female","weightlifting",25,"NO"
"GRE","male","aquatics",20,"NO"
"CYP","male","athletics",31,"NO"
"USA","female","volleyball",34,"SI"
"IND","female","shooting",23,"NO"
"GER","male","boxing",24,"NO"
"ARM","male","weightlifting",27,"NO"
"ARM","male","boxing",25,"NO"
"AUS","male","hockey",25,"NO"
"ESP","female","tennis",34,"NO"
"CHI","female","sailing",27,"NO"
"TUR","male","athletics",22,"NO"
"JPN","male","boxing",20,"NO"
"CMR","female","weightlifting",29,"NO"
"EST","male","wrestling",28,"NO"
"NOR","male","shooting",34,"NO"
"NOR","male","rowing",28,"SI"
"MAW","male","archery",21,"NO"
"FIN","male","athletics",29,"NO"
"FIN","male","aquatics",27,"NO"
"USA","female","aquatics",17,"SI"
"CUB","female","athletics",21,"NO"
"LAT","female","athletics",36,"NO"
"PER","female","gymnastics",18,"NO"
"USA","female","athletics",20,"NO"
"CAN","female","boxing",32,"NO"
"ITA","female","aquatics",19,"NO"
"ITA","female","fencing",28,"NO"
"ITA","female","aquatics",27,"SI"
"SMR","female","shooting",38,"NO"
"ITA","female","equestrian",30,"NO"
"BAH","female","aquatics",26,"NO"
"RUS","female","aquatics",17,"NO"
"AUS","female","tennis",27,"NO"
"BLR","female","gymnastics",18,"NO"
"JPN","female","volleyball",27,"NO"
"THA","female","golf",21,"NO"
"LAO","male","cycling",25,"NO"
"POL","male","weightlifting",26,"NO"
"CUB","male","boxing",23,"SI"
"CUB","female","cycling",24,"NO"
"POL","female","judo",23,"NO"
"COL","male","football",23,"NO"
"KAZ","male","weightlifting",24,"NO"
"USA","male","athletics",22,"SI"
"BLR","male","taekwondo",22,"NO"
"LTU","male","rowing",18,"NO"
"FRA","male","canoe",34,"NO"
"LAT","male","athletics",28,"NO"
"IND","male","athletics",25,"NO"
"AUS","male","basketball",30,"NO"
"HUN","male","sailing",39,"NO"
"ERI","male","athletics",18,"NO"
"HUN","male","fencing",26,"SI"
"KGZ","male","wrestling",26,"NO"
"ARM","male","wrestling",29,"NO"
"MRI","female","aquatics",25,"NO"
"TKM","male","boxing",23,"NO"
"UKR","male","judo",31,"NO"
"RUS","male","boxing",28,"NO"
"RUS","male","volleyball",34,"NO"
"GER","male","boxing",26,"SI"
"RUS","male","rowing",30,"NO"
"UKR","male","rowing",36,"NO"
"UKR","male","badminton",23,"NO"
"RUS","male","volleyball",26,"NO"
"ESP","female","gymnastics",22,"SI"
"GER","male","athletics",30,"NO"
"BRA","male","rugby sevens",22,"NO"
"CAN","male","boxing",21,"NO"
"IRL","male","modern pentathlon",25,"NO"
"BRA","male","gymnastics",23,"SI"
"BRA","male","gymnastics",26,"SI"
"BEL","male","hockey",22,"SI"
"BLR","male","athletics",25,"NO"
"RUS","male","fencing",28,"SI"
"ARM","male","wrestling",25,"SI"
"POL","male","athletics",31,"NO"
"ARM","male","gymnastics",24,"NO"
"ARM","male","boxing",20,"NO"
"POL","male","athletics",31,"NO"
"LTU","male","athletics",24,"NO"
"POL","male","rowing",26,"NO"
"PER","male","athletics",26,"NO"
"MEX","male","football",22,"NO"
"VEN","male","athletics",25,"NO"
"PAR","male","rowing",27,"NO"
"LAT","male","judo",24,"NO"
"LAT","male","weightlifting",24,"NO"
"BEL","male","canoe",20,"NO"
"KAZ","male","cycling",25,"NO"
"NZL","male","hockey",27,"NO"
"IRI","male","cycling",26,"NO"
"IRI","male","aquatics",17,"NO"
"BLR","male","wrestling",30,"NO"
"JAM","male","athletics",34,"SI"
"JPN","female","basketball",29,"NO"
"JPN","female","basketball",29,"NO"
"MAD","female","judo",28,"NO"
"KEN","male","athletics",27,"NO"
"ISL","female","athletics",31,"NO"
"FIJ","female","rugby sevens",20,"NO"
"RSA","male","sailing",24,"NO"
"DEN","male","football",20,"NO"
"AUS","female","aquatics",24,"NO"
"GBR","female","athletics",26,"SI"
"AUS","female","cycling",26,"NO"
"AUS","female","triathlon",25,"NO"
"USA","female","aquatics",22,"SI"
"RSA","female","cycling",31,"NO"
"GBR","female","athletics",25,"NO"
"RSA","female","golf",27,"NO"
"GBR","male","hockey",29,"NO"
"IVB","female","athletics",25,"NO"
"CAN","female","football",21,"SI"
"GBR","male","judo",27,"NO"
"USA","female","canoe",27,"NO"
"USA","female","athletics",23,"SI"
"CAN","female","rugby sevens",29,"SI"
"AUS","female","sailing",23,"NO"
"USA","female","football",31,"NO"
"EGY","male","volleyball",41,"NO"
"QAT","male","athletics",21,"NO"
"CAN","male","aquatics",23,"NO"
"USA","male","athletics",28,"SI"
"CHN","male","golf",31,"NO"
"IND","female","athletics",29,"NO"
"IND","female","badminton",27,"NO"
"JPN","male","athletics",23,"SI"
"ETH","female","athletics",22,"NO"
"KAZ","male","wrestling",28,"NO"
"CUB","male","judo",27,"NO"
"SRB","male","athletics",32,"NO"
"HAI","male","wrestling",38,"NO"
"TUR","female","weightlifting",23,"NO"
"MAR","female","judo",33,"NO"
"FRA","male","equestrian",27,"SI"
"ESP","female","basketball",22,"SI"
"SEN","female","basketball",35,"NO"
"FRA","female","fencing",33,"NO"
"SWE","male","football",26,"NO"
"JPN","female","gymnastics",21,"NO"
"KSA","male","shooting",28,"NO"
"IND","male","archery",24,"NO"
"TUN","male","athletics",28,"NO"
"TUR","male","sailing",30,"NO"
"PAN","female","boxing",27,"NO"
"BRA","male","fencing",31,"NO"
"JPN","male","aquatics",22,"NO"
"JPN","male","aquatics",23,"NO"
"THA","male","shooting",27,"NO"
"HUN","male","aquatics",29,"NO"
"HUN","male","canoe",30,"NO"
"RSA","male","football",21,"NO"
"JAM","male","athletics",28,"NO"
"FRA","female","sailing",23,"NO"
"FRA","female","rugby sevens",29,"NO"
"FRA","female","cycling",27,"NO"
"CAN","female","aquatics",33,"NO"
"FRA","female","triathlon",21,"NO"
"FRA","female","judo",26,"SI"
"SIN","female","sailing",22,"NO"
"SUI","male","rowing",23,"NO"
"KEN","male","rugby sevens",24,"NO"
"NZL","male","rugby sevens",26,"NO"
"BRA","male","athletics",26,"NO"
"BRA","male","basketball",25,"NO"
"GBS","male","wrestling",32,"NO"
"TLS","male","athletics",30,"NO"
"BRA","male","hockey",28,"NO"
"PUR","female","volleyball",34,"NO"
"ROU","female","handball",37,"NO"
"MRI","female","athletics",22,"NO"
"FRA","female","aquatics",26,"NO"
"FRA","female","fencing",23,"NO"
"LTU","male","rowing",23,"NO"
"LTU","male","weightlifting",25,"SI"
"LTU","male","canoe",31,"SI"
"CMR","female","athletics",26,"NO"
"USA","male","rowing",24,"NO"
"FRA","female","judo",27,"NO"
"GEO","male","judo",25,"NO"
"IND","male","judo",24,"NO"
"SEN","female","aquatics",16,"NO"
"FRA","male","gymnastics",26,"NO"
"SWE","male","athletics",29,"NO"
"ARG","male","rugby sevens",23,"NO"
"ARG","male","football",20,"NO"
"BEL","female","athletics",26,"NO"
"JPN","female","rugby sevens",30,"NO"
"SEN","female","basketball",33,"NO"
"JPN","female","hockey",27,"NO"
"JPN","female","rugby sevens",27,"NO"
"JPN","female","badminton",26,"SI"
"JPN","female","rowing",25,"NO"
"JPN","female","badminton",27,"NO"
"DJI","male","athletics",24,"NO"
"UAE","female","weightlifting",24,"NO"
"EGY","male","fencing",25,"NO"
"TUN","male","handball",33,"NO"
"TUN","male","handball",26,"NO"
"ITA","female","athletics",20,"NO"
"IND","female","shooting",24,"NO"
"ALG","male","football",23,"NO"
"MLI","male","judo",34,"NO"
"TUR","female","basketball",23,"NO"
"JPN","female","athletics",25,"NO"
"IND","male","athletics",20,"NO"
"SYR","male","aquatics",28,"NO"
"ESP","female","golf",29,"NO"
"ANG","female","handball",26,"NO"
"MAR","male","athletics",32,"NO"
"MAS","male","cycling",28,"SI"
"EGY","male","shooting",25,"NO"
"ESP","female","athletics",34,"NO"
"TUN","female","fencing",26,"NO"
"NOR","male","archery",37,"NO"
"GER","female","football",28,"SI"
"BOT","male","athletics",19,"NO"
"GEO","male","athletics",23,"NO"
"CHA","male","athletics",20,"NO"
"EGY","male","volleyball",30,"NO"
"SYR","female","aquatics",22,"NO"
"ALG","male","football",25,"NO"
"TUR","female","basketball",28,"NO"
"UZB","male","boxing",22,"NO"
"KAZ","male","cycling",24,"NO"
"ESP","male","aquatics",33,"NO"
"HUN","male","athletics",27,"NO"
"HUN","male","aquatics",26,"NO"
"HUN","male","aquatics",29,"NO"
"HUN","male","wrestling",33,"NO"
"HUN","male","canoe",19,"NO"
"SEN","male","taekwondo",36,"NO"
"RSA","female","football",26,"NO"
"CHN","female","cycling",23,"NO"
"OMA","male","athletics",28,"NO"
"BRA","female","football",28,"NO"
